time,takeoff_count,total_ticks_on_surface,callsign,state,speed,is_delayed,itinerary_index,uncertainty_delayed_index,scheduler_delayed_index,takeoff,atgate_cnt
"07:21:00",3,71,"AA343-D","taxi",350.0,false,11,[],[],false,5
"07:21:00",3,71,"UA5617-A","taxi",75.0,false,2,[],[],false,0
"07:21:00",3,71,"UA2068-A","ramp",275.0,false,5,[],[],false,0
"07:21:00",3,71,"AA700-D","taxi",350.0,false,9,[],[],false,1
"07:21:00",3,71,"WN1086-D","taxi",350.0,false,8,[],[],false,1
"07:21:00",3,71,"UA5219-A","taxi",350.0,false,4,[],[],false,0
"07:21:00",3,71,"UA577-D","taxi",350.0,false,9,[],[],false,1
"07:21:00",3,71,"AS426-A","taxi",300.0,false,2,[],[],false,0
"07:21:00",3,71,"AS1352-D","pushback",100.0,false,2,[],[],false,2
"07:21:00",3,71,"UA540-D","atGate",75.0,false,1,[],[],false,1
"07:21:30",3,71,"AS1302-D","taxi",350.0,false,16,[],[],false,2
"07:21:30",3,71,"AA343-D","taxi",350.0,false,12,[],[],false,5
"07:21:30",3,71,"UA5617-A","taxi",150.0,false,2,[],[],false,0
"07:21:30",3,71,"UA2068-A","ramp",200.0,false,7,[],[],false,0
"07:21:30",3,71,"AA700-D","taxi",350.0,false,9,[],[],false,1
"07:21:30",3,71,"WN1086-D","taxi",350.0,false,8,[],[],false,1
"07:21:30",3,71,"UA5219-A","ramp",275.0,false,7,[],[],false,0
"07:21:30",3,71,"UA577-D","taxi",350.0,false,9,[],[],false,1
"07:21:30",3,71,"AS426-A","taxi",350.0,false,3,[],[],false,0
"07:21:30",3,71,"AS1352-D","pushback",100.0,false,2,[],[],false,2
"07:21:30",3,71,"UA540-D","pushback",100.0,false,2,[],[],false,1
"07:22:00",3,71,"AS1302-D","taxi",350.0,false,16,[],[],false,2
"07:22:00",3,71,"AA343-D","taxi",350.0,false,14,[],[],false,5
"07:22:00",3,71,"UA5617-A","taxi",225.0,false,2,[],[],false,0
"07:22:00",3,71,"UA2068-A","ramp",200.0,false,8,[],[],false,0
"07:22:00",3,71,"AA700-D","taxi",350.0,false,9,[],[],false,1
"07:22:00",3,71,"WN1086-D","taxi",350.0,false,10,[],[],false,1
"07:22:00",3,71,"UA5219-A","ramp",200.0,false,8,[],[],false,0
"07:22:00",3,71,"UA577-D","taxi",350.0,false,9,[],[],false,1
"07:22:00",3,71,"AS426-A","taxi",350.0,false,3,[],[],false,0
"07:22:00",3,71,"AS1352-D","pushback",100.0,false,2,[],[],false,2
"07:22:00",3,71,"UA540-D","pushback",100.0,false,2,[],[],false,1
"07:22:00",3,71,"UA5976-A","taxi",0.0,false,0,[],[],false,0
"07:22:30",3,71,"AS1302-D","taxi",350.0,false,17,[],[],false,2
"07:22:30",3,71,"AA343-D","taxi",350.0,false,14,[],[],false,5
"07:22:30",3,71,"UA5617-A","taxi",300.0,false,2,[],[],false,0
"07:22:30",3,71,"UA2068-A","ramp",200.0,false,10,[],[],false,0
"07:22:30",3,71,"AA700-D","taxi",350.0,false,10,[],[],false,1
